"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","Link","Language of Original Document","Document Type","Source"
"Sánchez A.L.","Sánchez, Arturo Lahera (44461683700)","44461683700","Debates on digitization and robotization of (human) work of the future: replacing automation, technological pragmatism, augmentation and heteromation; [El debate sobre la digitalización y la robotización del trabajo (humano) del futuro: automatización de sustitución, pragmatismo tecnológico, automatización de integración y heteromatización]","2021","Revista Espanola de Sociologia","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124209747&doi=10.22325%2ffes%2fres.2021.66&partnerID=40&md5=c881474ba9cd3b706788a97b89e97631","Spanish","Article","Scopus"
"Gavrílova V.E.","Gavrílova, Valeria E. (57340312500)","57340312500","LATIN AMERICA AND RUSSIA IN THE CONDITIONS OF DIGITALIZATION OF THE MONETARY SYSTEM: QUESTIONS OF THEORY AND PRACTICE; [AMÉRICA LATINA Y RUSIA EN CONDICIONES DE DIGITALIZACIÓN DEL SISTEMA MONETARIO: CUESTIONES DE TEORÍA Y PRÁCTICA]","2021","Iberoamerica (Russian Federation)","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119198422&doi=10.37656%2fs20768400-2021-3-02&partnerID=40&md5=7166a0fcab460e0e0243b6850f583a74","English","Article","Scopus"
"Mas M.T.; Bendicho V.M.L.-M.; Tercero J.L.; Valdelomar J.T.; Maschner H.","Mas, Miguel Torres (57327580200); Bendicho, Víctor Manuel López-Menchero (55944067300); Tercero, Julio López (57414903200); Valdelomar, Juan Torrejón (57189095087); Maschner, Herbert (6603112504)","57327580200; 55944067300; 57414903200; 57189095087; 6603112504","DIGITIZATION AND VIRTUAL REALITY PROJECTS IN ARCHAEOLOGICAL HERITAGE. THE CASE OF THE ARCHAEOLOGICAL SITE OF MOTILLA DEL AZUER IN DAIMIEL (CIUDAD REAL); [PROYECTOS DE DIGITALIZACIÓN Y REALIDAD VIRTUAL EN EL PATRIMONIO ARQUEOLÓGICO. EL CASO DEL YACIMIENTO DE LA MOTILLA DEL AZUER EN DAIMIEL (CIUDAD REAL)]","2022","Virtual Archaeology Review","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124962708&doi=10.4995%2fVAR.2022.15004&partnerID=40&md5=e7ceddf82e40a968149a36eaa938d6c2","English","Article","Scopus"
"Pinto H.; Nogueira C.; Vieira G.","Pinto, Hugo (24759415100); Nogueira, Carla (58473466300); Vieira, Gabriela (58521601300)","24759415100; 58473466300; 58521601300","Digitalisation landscape in the European Union: Statistical insights for a Digital Transformation; [Panorama de la digitalización en la Unión Europea: Perspectivas estadísticas para una Transformación Digital]","2023","European Public and Social Innovation Review","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166621729&doi=10.31637%2fepsir.23-1.2&partnerID=40&md5=ca4ac07dec83d53fb111d3d02dc5e790","English","Article","Scopus"
"Vañó M.J.V.","Vañó, María José Vañó (57211095320)","57211095320","DIGITALIZATION OF THE AGRICULTURAL SECTOR: INTERCOOPERATION AND DISRUPTIVE TECHNOLOGIES; [DIGITALIZACIÓN DEL SECTOR AGROPRODUCTOR: INTERCOOPERACIÓN Y TECNOLOGÍAS DISRUPTIVAS]","2022","CIRIEC-Espana, Revista Juridica de Economia Social y Cooperativa","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180244552&doi=10.7203%2fCIRIEC-JUR.41.24591&partnerID=40&md5=9904e75c49c231792a4b499f96aed056","Spanish","Article","Scopus"
"Jacovkis J.; Parcerisa L.; Calderón-Garrido D.; Moreno-González A.","Jacovkis, Judith (37121949200); Parcerisa, Lluís (56976292600); Calderón-Garrido, Diego (57192679954); Moreno-González, Ainara (58136359300)","37121949200; 56976292600; 57192679954; 58136359300","Platforms and digitalization of public education: Exploring its adoption in Catalonia; [Plataformas e digitalização da educação pública: Explorando a sua adopção em Catalunha]; [Plataformas y Digitalización de la Educación Pública: Explorando su Adopción en Cataluña]","2023","Education Policy Analysis Archives","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179318133&doi=10.14507%2fepaa.31.7917&partnerID=40&md5=5279954a57519f752410788cb443b5fa","Spanish","Article","Scopus"
"Haipeter T.","Haipeter, Thomas (57203671142)","57203671142","Trade Unions and Digitalisation in Germany; [Sindicatos y digitalización en Alemania]","2022","Cuadernos de Relaciones Laborales","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136491497&doi=10.5209%2fcrla.78214&partnerID=40&md5=30648996dd2314dadd58d7dfaf49463f","English","Article","Scopus"
"Fernández M.S.","Fernández, María Serrano (57210112787)","57210112787","Digitisation of cultural heritage. the directive on copyright and related rights in the digital single market; [La digitalización del patrimonio cultural La Directiva sobre derechos de autor y derechos afines en el mercado único digital]","2020","InDret","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152654710&doi=10.31009%2fInDret.2020.i3.03&partnerID=40&md5=a8af4d2074d38e426446615f18054b6c","Spanish","Article","Scopus"
"Grinberg S.M.; Verón E.F.","Grinberg, Silvia Mariela (36655726800); Verón, Eduardo Francisco (58090324100)","36655726800; 58090324100","COVID-19 y digitalización en contextos de pobreza urbana","2022","Bitacora Urbano Territorial","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147374443&doi=10.15446%2fbitacora.v32n2.99794&partnerID=40&md5=507cacfa513abfc65709ae8d220cfd0c","Spanish","Article","Scopus"
"Arias Maldonado M.","Arias Maldonado, Manuel (6508202145)","6508202145","The digitalization of public opinion: Social networks, political sentiment and democracy; [La digitalización de la conversación pública: Redes sociales, afectividad política y democracia]","2016","Revista de Estudios Politicos","36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015198038&doi=10.18042%2fcepc%2frep.173.01&partnerID=40&md5=8f8bc6a7f68ce2e11b4f9bd0bb08e0f6","Spanish","Article","Scopus"
"Mercader Uguina J.R.","Mercader Uguina, Jesús R. (57204104918)","57204104918","New scenarios for the Statute of Workers’ Rights in the 21st century: digitalisation and technological change; [Nuevos escenarios para el Estatuto de los Trabajadores del siglo XXI: digitalización y cambio tecnológico]","2020","Trabajo y Derecho","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126791794&partnerID=40&md5=687f6ea691f6abaf865ae2f8e822e550","Spanish","Article","Scopus"
"Acevedo V.J.; Staropoli L.","Acevedo, Verónica J. (55341406700); Staropoli, Laura (57201441954)","55341406700; 57201441954","The digitization of archeology in a world of virtual heritage and Open Science (Versatile, Flexible and Expeditive); [La digitalización de la arqueología en un mundo de patrimonio virtual y Ciencia Abierta (Versátil, Flexible y Expeditiva)]","2023","Revista del Museo de Antropologia","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187118846&doi=10.31048%2f1852.4826.v16.n2.42498&partnerID=40&md5=edaa583e524b917f55e1a0d11930584b","English","Article","Scopus"
"Zurita R.T.; Millán M.J.R.; Díaz P.L.","Zurita, Remedio Torrijos (57209775714); Millán, María Jesús Rosado (55906791500); Díaz, Pilar Lacasa (23393453700)","57209775714; 55906791500; 23393453700","Digitization practices implemented in companies from human resources departments: Critical analysis of the discourse; [Las prácticas de digitalización implementadas en las empresas desde los departamentos de recursos humanos: Análisis crítico del discurso]","2021","Prisma Social","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102184853&partnerID=40&md5=04dd9f7d0ff45e857538c769f12b11f0","Spanish","Review","Scopus"
"Rodríguez Gómez E.F.; Rosique Cedillo G.J.","Rodríguez Gómez, E.F. (56453199800); Rosique Cedillo, G.J. (55578419900)","56453199800; 55578419900","Privatization, public service and digitization. the case of 7 TV; [Privatización, servicio público y digitalización. El caso de 7 TV]","2022","Revista de Comunicacion","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128404168&doi=10.26441%2fRC21.1-2022-A17&partnerID=40&md5=b684041592fa541a313fbebd37abb713","Spanish","Article","Scopus"
"Sánchez A.L.","Sánchez, Arturo Lahera (44461683700)","44461683700","Digitalization, robotization, work and life: Cartographies, debates and practices; [Digitalización, robotización, trabajo y vida: Cartografías, debates y prácticas]","2019","Cuadernos de Relaciones Laborales","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077344106&doi=10.5209%2fcrla.66037&partnerID=40&md5=b059f0dc067c96357eeb30a3181c9756","Spanish","Article","Scopus"
"Segata J.; Rifiotis T.","Segata, Jean (57193615055); Rifiotis, Theophilos (55179405400)","57193615055; 55179405400","Digitization and datafication of life; [Digitalização e dataficação da vida]; [Digitalización y datificación de la vida]","2021","Civitas","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114743600&doi=10.15448%2f1984-7289.2021.2.40987&partnerID=40&md5=2eafbf19f63d2db8342bb45c9b000414","Portuguese","Article","Scopus"
"Bonomo M.; Gobbo D.; Jäkel A.; Jorquera I.; Arroyo P.; Caprile L.; Miotti L.L.; Collazo J.; Pellizzari J.; Silva C.B.","Bonomo, Mariano (23993637300); Gobbo, Diego (37101810800); Jäkel, Andrés (57222229358); Jorquera, Israel (58926873100); Arroyo, Paula (58926007200); Caprile, Lorena (58926657000); Miotti, Laura L. (8741899500); Collazo, Jorgelina (58926873200); Pellizzari, Julieta (58659635400); Silva, Carolina B. (55611334600)","23993637300; 37101810800; 57222229358; 58926873100; 58926007200; 58926657000; 8741899500; 58926873200; 58659635400; 55611334600","From analog to digitization of the collections from the División Arqueología of the Museo de La Plata (Argentina); [De lo analógico a la digitalización de las colecciones de la División Arqueología del Museo de La Plata (Argentina)]","2023","Revista del Museo de Antropologia","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187174661&doi=10.31048%2f1852.4826.v16.n2.42089&partnerID=40&md5=6faaa8b216276927325d1454ce0642b0","English","Article","Scopus"
"Rodríguez-Parada L.; Pardo-Vicente M.-Á.; Mayuet-Ares P.-F.","Rodríguez-Parada, Lucía (57191445095); Pardo-Vicente, Miguel-Ángel (57204608111); Mayuet-Ares, Pedro-Francisco (57214691351)","57191445095; 57204608111; 57214691351","Digitalization fresh food using 3D scanning for custom packaging design; [Digitalización de alimentos frescos mediante escaneado 3D para el diseño de envases personalizados]","2018","Dyna (Spain)","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056359297&doi=10.6036%2f8784&partnerID=40&md5=b2e32adeb936ddc6f5ee553e8ca290b2","Spanish","Article","Scopus"
"Soto L.G.; Martínez Quintanar M.Á.","Soto, Luís G. (38162843400); Martínez Quintanar, Miguel Ángel (57212489719)","38162843400; 57212489719","Critical approaches to digitalization and the late modern ethos; [Aproximaciones críticas a la digitalización y el ethos tardomoderno]","2023","Recerca","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174153606&doi=10.6035%2frecerca.6799&partnerID=40&md5=b60710c6d429ee7749a3f14a7583d15f","Spanish","Article","Scopus"
"Grenouilloux A.","Grenouilloux, Armelle (8645095600)","8645095600","Digitalization, automation in psychiatry: What human guarantee?; [Numérisation, automatisation en psychiatrie : quelle garantie humaine ?]; [Digitalización, automatización en psiquiatría: ¿qué garantía humana?]","2023","Information Psychiatrique","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160413898&doi=10.1684%2fipe.2023.2549&partnerID=40&md5=4383c86d6978804cebbfdedba5ca0003","French","Article","Scopus"
"Rius-Ulldemolins J.; Pecourt J.; Arostegui J.A.R.","Rius-Ulldemolins, Joaquim (56003602200); Pecourt, Juan (57188853930); Arostegui, Juan Arturo Rubio (56610375600)","56003602200; 57188853930; 56610375600","Contribution to sociological analysis of creativity and the digitization of cultural field: Creation, intermediation and crises; [Contribución al análisis sociológico de la creatividad y la digitalización del campo cultural: Creación, intermediación y crisis]","2019","Arbor","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066476249&doi=10.3989%2farbor.2019.791n1004&partnerID=40&md5=e9098c7e2f1c98c46f399d1462fd4012","Spanish","Article","Scopus"
"Esteban G.S.J.; Alexander M.A.E.; Dario R.S.G.; Henry B.A.J.","Esteban, Guardia Silva Julian (58124645300); Alexander, Moncada Acevedo Edwin (58124942500); Dario, Rodriguez Santana Gaston (58125380200); Henry, Betancur Amariles Jorge (58124797200)","58124645300; 58124942500; 58125380200; 58124797200","Development of a technological platform based on management boards for the digitization of the SIGET PROS business management system in an academic environment; [Desarrollo de una plataforma tecnológica basada en tableros de gestión para la digitalización del sistema de gestión empresarial SIGET PROS en un entorno académico]","2022","RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149215776&doi=10.17013%2fristi.47.23-37&partnerID=40&md5=9bf34a53c7cb978226a152e058b561d9","Spanish","Article","Scopus"
"Grenouilloux A.","Grenouilloux, Armelle (8645095600)","8645095600","The digitization of psychiatry: With what body and for what soul?; [La numérisation de la psychiatrie: Avec quel corps et pour quelle âme?]; [La digitalización de la psiquiatría: ¿Con qué cuerpo y el alma para qué ?]","2020","Information Psychiatrique","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086587025&doi=10.1684%2fipe.2020.2066&partnerID=40&md5=79b8a8b180c9f28ff1a3a63173db9e5d","French","Article","Scopus"
"de Bideran J.","de Bideran, Jessica (57188574788)","57188574788","Digitization and staging of literary heritage in authors’ homes: the virtual visit of the Centre François Mauriac in Malagar; [Numérisation et mise en scène du patrimoine littéraire dans les maisons d’écrivains: la visite virtuelle du Centre François-Mauriac de Malagar]; [Digitalización y puesta en escena del patrimonio literario en las casas de escritores: la visita virtual del Centro François Mauriac de Malagar]","2021","Culture et Musees","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147343089&doi=10.4000%2fculturemusees.6947&partnerID=40&md5=d2b4dbcc5a78d6c7c59672411730dcf1","French","Article","Scopus"
"Artiles A.M.; Martínez A.P.","Artiles, Antonio Martín (35323979800); Martínez, Alberto Pastor (57725164100)","35323979800; 57725164100","New forms of collective representation. Reaction to digitalization; [Nuevas formas de representación colectiva. Reacción a la digitalización]","2022","Cuadernos de Relaciones Laborales","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136891542&doi=10.5209%2fCRLA.78524&partnerID=40&md5=6789071573b8f194949c1dd337afe91d","Spanish","Article","Scopus"
"Güerri C.; Martí M.; Pedrosa A.","Güerri, Cristina (57202578865); Martí, Marta (57222427132); Pedrosa, Albert (57210112348)","57202578865; 57222427132; 57210112348","Opening virtual windows in the prison walls: Reflections on the digitalisation of prison communications in relation to COVID-19; [Abriendo ventanas virtuales en los muros de la prisión: Reflexiones sobre la digitalización de las comunicaciones penitenciarias a propósito de la COVID-19]","2021","Revista de Internet, Derecho y Politica","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102702383&doi=10.7238%2fIDP.V0I32.375209&partnerID=40&md5=fa947a1d5be6abc15f646dccbd82fff6","Spanish","Article","Scopus"
"Canteiro C.; Barcelos L.; Filardi F.; Forzza R.; Green L.; Lanna J.; Leitman P.; Milliken W.; Pires Morim M.; Patmore K.; Phillips S.; Walker B.; Weech M.-H.; Nic Lughadha E.","Canteiro, Cátia (57204691834); Barcelos, Laísa (57196442441); Filardi, Fabiana (35752782200); Forzza, Rafaela (6507791384); Green, Laura (57207250405); Lanna, João (57202057417); Leitman, Paula (54916965900); Milliken, William (7004148834); Pires Morim, Marli (16317058800); Patmore, Kristina (57207260987); Phillips, Sarah (57205745946); Walker, Barnaby (57204688109); Weech, Marie-Hélène (57207258923); Nic Lughadha, Eimear (57206713060)","57204691834; 57196442441; 35752782200; 6507791384; 57207250405; 57202057417; 54916965900; 7004148834; 16317058800; 57207260987; 57205745946; 57204688109; 57207258923; 57206713060","Enhancement of conservation knowledge through increased access to botanical information","2019","Conservation Biology","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062358543&doi=10.1111%2fcobi.13291&partnerID=40&md5=64790f3ee26520cc04107199a6e36280","English","Review","Scopus"
"Almoguera M.D.-E.","Almoguera, Miguel Díaz-Emparanza (57204461247)","57204461247","DIGITIZATION OF MARIEMMA’S LEGACY AUDIOVISUAL COLLECTION the challenge of preserving intangible heritage; [La digitalización de la colección audiovisual del legado de Mariemma: el desafío de preservar patrimonio inmaterial]","2022","Human Review. International Humanities Review / Revista Internacional de Humanidades","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144902700&doi=10.37467%2frevhuman.v11.4335&partnerID=40&md5=5b718d424725740c1b428cab88dc9ccf","English","Article","Scopus"
"Barrientos-Báez A.; Caldevilla-Domínguez D.; Mateus A.F.","Barrientos-Báez, Almudena (57218434213); Caldevilla-Domínguez, David (55579202800); Mateus, Anabela Félix (57409588000)","57218434213; 55579202800; 57409588000","IMMERSION IN THE DIGITALIZATION OF SOCIAL NETWORKS IN TOURISM AND HERITAGE: A PARADIGM SHIFT; [Imersão na digitalização das redes sociais em turismo e patrimônio: uma mudança de paradigma]; [Inmersión en la digitalización de las redes sociales en turismo y el patrimonio: un cambio de paradigma]","2023","Anuario Electronico de Estudios en Comunicacion Social Disertaciones","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140039324&doi=10.12804%2frevistas.urosario.edu.co%2fdisertaciones%2fa.12399&partnerID=40&md5=5d1b084efd1a09b8025da581e356d4f4","English","Article","Scopus"
"Medina M.; Herrero M.; Etayo C.","Medina, M. (55085215900); Herrero, M. (56599928800); Etayo, C. (55657961600)","55085215900; 56599928800; 55657961600","The impact of digitalization on the strategies of pay tv in spain; [Impacto de la digitalización en la televisión de pago en España]","2015","Revista Latina de Comunicacion Social","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928108674&doi=10.4185%2fRLCS-2015-1045&partnerID=40&md5=32fb49339a66c92255784493c46ec94a","Spanish","Article","Scopus"
"Morro J.","Morro, Joan (57202779529)","57202779529","Biopolitics, Digitisation and Democratic Future: Why the Management of COVID-19 Confirms a Techno-Economic Paradigm; [Biopolítica, digitalización y porvenir democrático: por qué las gestiones de la COVID-19 confirman un paradigma tecnoeconómico]","2021","Recerca","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134916352&doi=10.6035%2frecerca.4633&partnerID=40&md5=d18a4d45316324248d9914f52a07d117","Spanish","Article","Scopus"
"VÁZQUEZ-BARRIO T.; TORRECILLAS-LACAVE T.; SUÁREZ-ÁLVAREZ R.","VÁZQUEZ-BARRIO, Tamara (55567519900); TORRECILLAS-LACAVE, Teresa (55611885600); SUÁREZ-ÁLVAREZ, Rebeca (57221473215)","55567519900; 55611885600; 57221473215","Gender difference within the digitalisation affordances for the socio-political participation of adolescents; [Diferencias de género en las oportunidades de la digitalización para la participación sociopolítica de los adolescentes]","2020","Revista Mediterranea de Comunicacion","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095875753&doi=10.14198%2fMEDCOM2020.11.1.10&partnerID=40&md5=dcc44190c801acbf334368887f765da4","Spanish","Article","Scopus"
"Reboul L.; Delgoulet C.; Gaudart C.; Sutter S.","Reboul, Lucie (57219489148); Delgoulet, Catherine (6506847336); Gaudart, Corinne (6506164658); Sutter, Sonia (57203535459)","57219489148; 6506847336; 6506164658; 57203535459","The digitalization of the service relationship: Consequences for the Health and Career Paths of Airline Customer Service Agents La digitalización de la relación de servicio: Consecuencias en la salud y en la carrera de los agentes de servicio al cliente de las aerolíneas; [La digitalisation de la relation de service: Conséquences sur la santé et sur les parcours des agents de service aux clients d’une compagnie aériennesanté, transformations, transport aérien, activité, parcours]","2020","PISTES","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093094862&doi=10.4000%2fPISTES.6851&partnerID=40&md5=a855f5847435b28d5e7e045c0692abca","French","Review","Scopus"
"Esetova A.M.; Ismailova S.T.; Emirbekova D.R.; Pavluchenko E.I.; Yusufova A.M.","Esetova, Aida M. (57189098846); Ismailova, Shani T. (57192715214); Emirbekova, Dzhaminat R. (57208654606); Pavluchenko, Elena I. (57192709231); Yusufova, Agahanum M. (57208645722)","57189098846; 57192715214; 57208654606; 57192709231; 57208645722","Managing the information potential of a construction company in the transition to a digital economy","2019","Espacios","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065418174&partnerID=40&md5=c005111f740087d680c93c05fff4c033","English","Article","Scopus"
"Hanafi M.D.; Lali K.; Kably H.; Chakor A.","Hanafi, Moulay Driss (58565728000); Lali, Khalid (57210112220); Kably, Houda (58565728100); Chakor, Abdellatif (57210111718)","58565728000; 57210112220; 58565728100; 57210111718","The English Proficiency and the Inevitable Resort to Digitalization: A Direction to Follow and Adopt to Guarantee the Success of Women Entrepreneurs in the World of Business and Enterprises; [El Dominio del Inglés y el Inevitable Recurso a la Digitalización: Una Dirección a Seguir y Adoptar para Garantizar el Éxito de las Mujeres Empresarias en el Mundo de los Negocios y las Empresas]","2023","Data and Metadata","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169883716&doi=10.56294%2fdm202342&partnerID=40&md5=d7f8a711c2aeaeb662c8aadd18830ddf","English","Article","Scopus"
"Previtali M.; Valente R.","Previtali, Mattia (54385731300); Valente, Riccardo (57194549655)","54385731300; 57194549655","Archaeological documentation and data sharing: Digital surveying and open data approach applied to archaeological fieldworks; [Documentación arqueológica e intercambio de datos: Topografía digital y procedimiento con datos abiertos aplicado a trabajos de campo arqueológico]","2019","Virtual Archaeology Review","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064606939&doi=10.4995%2fvar.2019.10377&partnerID=40&md5=75eb70dd88c82f821b0532c5d338d0cc","English","Article","Scopus"
"Barberà-Gregori E.; Suárez-Guerrero C.","Barberà-Gregori, Elena (7003646699); Suárez-Guerrero, Cristóbal (38062132100)","7003646699; 38062132100","Assessing online learning and the digitalization of assessment; [Evaluación de la educación digital y digitalización de la evaluación]","2021","RIED-Revista Iberoamericana de Educacion a Distancia","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121027590&doi=10.5944%2fried.24.2.30289&partnerID=40&md5=a33b19d214db2eda117694a1c7d26fb4","Spanish","Article","Scopus"
"Moral A.M.","Moral, Adoración Mozas (56497123700)","56497123700","Factors affecting the adaptation of olive oil organizations to covid-19","2022","CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129645716&doi=10.7203%2fCIRIEC-E.104.21767&partnerID=40&md5=3c11acca52ef8b8a30f4b859baa13b09","English","Article","Scopus"
"Molina-Pérez J.; Pulido-Montes C.","Molina-Pérez, Javier (57202813293); Pulido-Montes, Cristina (57217389531)","57202813293; 57217389531","Covid-19 and ""improvised"" digitization in secondary education: Emotional tensions and challenged professional identity; [COVID-19 y digitalización ""improvisada"" en educación secundaria: Tensiones emocionales e identidad profesional cuestionada]","2021","Revista Internacional de Educacion para la Justicia Social","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108097720&doi=10.15366%2fRIEJS2021.10.1.011&partnerID=40&md5=52e1e452adfc286dc0ac3b99b35e8aee","Spanish","Article","Scopus"
"Chernyaeva R.V.; Timshina D.V.; Iritsyan G.E.","Chernyaeva, Rimma Vladlenovna (57205633208); Timshina, Diana Vladimirovna (57205622677); Iritsyan, Gurgen Edmondovich (57205628794)","57205633208; 57205622677; 57205628794","Energy efficient business: Theory and practice of digitalization; [Negocio eficiente energético: Teoría y práctica de digitalización]","2018","Opcion","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060880092&partnerID=40&md5=32210b32b60d9273f689240f7329f297","Spanish","Article","Scopus"
"Bonilla J.E.; Chávez J.A.B.","Bonilla, Johnatan E. (57210134158); Chávez, Julio Alexander Bernal (57195229678)","57210134158; 57195229678","Modelamiento de una base de datos espacial para el Atlas Lingüístico-Etnográfico de Colombia","2020","Revista Signos","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095944208&doi=10.4067%2fS0718-09342020000200346&partnerID=40&md5=d6259b124db4a63a401f584cfaa66d99","English","Article","Scopus"
"Troitiño D.R.","Troitiño, David Ramiro (56901278200)","56901278200","European Union institutions’ strategy for facing the challenge of digitalisation; [La estrategia de las instituciones de la Unión Europea ante el reto de digitalización]","2022","Revista CIDOB d'Afers Internacionals","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139328063&doi=10.24241%2frcai.2022.131.2.17&partnerID=40&md5=c3bcecfe75d470dd1aece9c2de9fc7b1","English","Article","Scopus"
"Patrucco G.; Setragno F.","Patrucco, Giacomo (57194543351); Setragno, Francesco (56891434500)","57194543351; 56891434500","MULTICLASS SEMANTIC SEGMENTATION FOR DIGITISATION OF MOVABLE HERITAGE USING DEEP LEARNING TECHNIQUES; [SEGMENTACIÓN SEMÁNTICA MULTICLASE EN LA DIGITALIZACIÓN DEL PATRIMONIO MUEBLE UTILIZANDO TÉCNICAS DE APRENDIZAJE PROFUNDO]","2021","Virtual Archaeology Review","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111522117&doi=10.4995%2fvar.2021.15329&partnerID=40&md5=8b16e23b8522f4533f71c04aaaf660f0","English","Article","Scopus"
"Calderón C.A.; Alonso M.O.; Herrero D.B.","Calderón, Carlos Arcila (36969119400); Alonso, Martín Oller (55856717000); Herrero, David Blanco (57211948447)","36969119400; 55856717000; 57211948447","Digitalización del periodismo iberoamericano y su efecto en la relación del periodista con la audiencia. Estudio comparativo de Argentina, Brasil, Chile, Colombia, Ecuador, El Salvador, España, México y Portugal","2020","Journal of Iberian and Latin American Research","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104271342&doi=10.1080%2f13260219.2020.1909831&partnerID=40&md5=e796f786130b5b6a1637ec37c1d14a18","English","Article","Scopus"
"Tamrat T.; Chandir S.; Alland K.; Pedrana A.; Shah M.T.; Footitt C.; Snyder J.; Ratanaprayul N.; Siddiqi D.A.; Nazneen N.; Syah I.F.; Wong R.; Lubell-Doughtie P.; Utami A.D.; Anwar K.; Ali H.; Labrique A.B.; Say L.; Shankar A.H.; Mehl G.L.","Tamrat, Tigest (40462702800); Chandir, Subhash (18834148000); Alland, Kelsey (57211147218); Pedrana, Alisa (24177360900); Shah, Mubarak Taighoon (7402047527); Footitt, Carolyn (57219391569); Snyder, Jennifer (57913950600); Ratanaprayul, Natschja (57222482518); Siddiqi, Danya Arif (57189836057); Nazneen, Numera (6504542421); Syah, Inraini Fitria (57219382837); Wong, Roger (57913950700); Lubell-Doughtie, Peter (55195705200); Utami, Annisa Dwi (57220188043); Anwar, Khaerul (57913101200); Ali, Hasmot (35077621000); Labrique, Alain B. (6505557971); Say, Lale (55348073800); Shankar, Anuraj H. (7005442634); Mehl, Garrett Livingston (55312991800)","40462702800; 18834148000; 57211147218; 24177360900; 7402047527; 57219391569; 57913950600; 57222482518; 57189836057; 6504542421; 57219382837; 57913950700; 55195705200; 57220188043; 57913101200; 35077621000; 6505557971; 55348073800; 7005442634; 55312991800","Digitalization of routine health information systems: Bangladesh, Indonesia, Pakistan; [Numérisation des systèmes d'information sanitaire habituels au Bangladesh, en Indonésie et au Pakistan]; [Digitalización de los sistemas habituales de información sanitaria en Bangladesh, Indonesia y Pakistán]","2022","Bulletin of the World Health Organization","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139139314&doi=10.2471%2fBLT.22.287816&partnerID=40&md5=62746df493ca529d46a9ebe2336512de","English","Article","Scopus"
